RFI_ID,Project_ID,RFI_Number,RFI_Title,Discipline,Priority,RFI_Type,Submitted_Date,Required_Response_Date,First_Response_Date,Final_Response_Date,Closed_Date,RFI_Status,Submitted_By_Role,Responsible_Role,Revision_Count,Reopen_Count,Cost_Impact_Flag,Estimated_Cost_Impact,Actual_Cost_Impact,Schedule_Impact_Flag,Estimated_Schedule_Days,Actual_Schedule_Days,Field_Work_Affected,Drawing_Reference_Count,Response_Quality_Rating
RFI-00722,PRJ-019,RFI-0030,Specialty Systems Coordination Conflict - Area B3,Specialty Systems,Medium,Coordination Conflict,2023-11-08,2023-11-18,2023-12-01,2023-12-01,2023-12-04,Closed,Subcontractor,Design Manager,0,1,Yes,16000,16000,No,0,0,No,3,4
RFI-00723,PRJ-019,RFI-0031,Architectural Design Clarification - Area E4,Architectural,Medium,Design Clarification,2024-10-16,2024-10-26,2024-10-26,2024-10-30,,Answered,Subcontractor,Architect,1,1,No,0,0,No,0,0,No,5,4
RFI-00724,PRJ-019,RFI-0032,Electrical Missing Information - Area A8,Electrical,Medium,Missing Information,2024-09-08,2024-09-17,2024-09-23,2024-09-23,,Answered,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,0,4
RFI-00725,PRJ-019,RFI-0033,Mechanical Coordination Conflict - Area E2,Mechanical,Critical,Coordination Conflict,2023-02-06,2023-02-09,2023-02-25,,,In Review,Subcontractor,Owner Representative,0,0,Yes,86000,113000,No,0,0,Yes,5,3
RFI-00726,PRJ-019,RFI-0034,Mechanical Coordination Conflict - Area C1,Mechanical,Medium,Coordination Conflict,2023-05-09,2023-05-19,2023-05-16,2023-05-17,2023-05-19,Closed,General Contractor,Owner Representative,1,0,No,0,0,No,0,0,No,1,5
RFI-00727,PRJ-019,RFI-0035,Civil Coordination Conflict - Area A5,Civil,Medium,Coordination Conflict,2025-01-10,2025-01-21,2025-01-31,2025-02-02,,Answered,Subcontractor,Engineer,1,0,Yes,8200,6900,Yes,3,4,Yes,4,3
RFI-00728,PRJ-019,RFI-0036,Electrical Code Compliance - Area C4,Electrical,Medium,Code Compliance,2025-01-29,2025-02-08,2025-02-14,2025-02-14,2025-02-16,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,3,4
RFI-00729,PRJ-019,RFI-0037,Structural Design Clarification - Area E8,Structural,High,Design Clarification,2024-09-04,2024-09-09,2024-09-18,,,Awaiting Owner,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,6,4
RFI-00730,PRJ-019,RFI-0038,Electrical Design Clarification - Area E5,Electrical,High,Design Clarification,2022-12-28,2023-01-03,2023-01-17,2023-01-17,2023-01-17,Closed,Subcontractor,Engineer,0,1,Yes,14000,18000,No,0,0,No,2,5
RFI-00731,PRJ-019,RFI-0039,Architectural Code Compliance - Area C8,Architectural,Medium,Code Compliance,2024-06-30,2024-07-12,2024-07-10,2024-07-10,2024-07-14,Closed,General Contractor,Architect,0,0,No,0,0,Yes,7,8,No,5,5
RFI-00732,PRJ-019,RFI-0040,Mechanical Code Compliance - Area E4,Mechanical,High,Code Compliance,2023-02-23,2023-02-28,2023-03-07,2023-03-07,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,3,4
RFI-00733,PRJ-019,RFI-0041,Mechanical Constructability - Area E7,Mechanical,High,Constructability,2022-09-10,2022-09-14,2022-09-23,2022-09-23,,Answered,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,1,4
RFI-00734,PRJ-019,RFI-0042,General Coordination Conflict - Area B5,General,Medium,Coordination Conflict,2024-12-22,2024-12-31,2024-12-27,2024-12-27,2024-12-27,Closed,General Contractor,Construction Manager,0,0,No,0,0,No,0,0,No,2,5
RFI-00735,PRJ-019,RFI-0043,Electrical Design Clarification - Area A10,Electrical,Medium,Design Clarification,2023-10-05,2023-10-14,2023-11-02,2023-11-03,2023-11-06,Closed,Construction Manager,Engineer,1,0,No,0,0,Yes,7,4,No,3,4
RFI-00736,PRJ-019,RFI-0044,Fire Protection Coordination Conflict - Area B11,Fire Protection,Medium,Coordination Conflict,2024-12-26,2025-01-05,2025-01-15,2025-01-15,2025-01-18,Closed,General Contractor,Engineer,0,0,Yes,102000,136000,No,0,0,Yes,5,5
RFI-00737,PRJ-019,RFI-0045,Specialty Systems Missing Information - Area A10,Specialty Systems,Low,Missing Information,2024-11-14,2024-11-29,2024-11-29,2024-11-29,,Answered,Subcontractor,Design Manager,0,0,No,0,0,No,0,0,No,2,5
RFI-00738,PRJ-019,RFI-0046,Plumbing Coordination Conflict - Area A6,Plumbing,High,Coordination Conflict,2024-06-11,2024-06-17,2024-06-20,2024-06-20,2024-06-24,Closed,Subcontractor,Engineer,0,0,Yes,62000,47000,Yes,1,1,No,2,5
RFI-00739,PRJ-019,RFI-0047,General Design Clarification - Area C3,General,Medium,Design Clarification,2024-07-26,2024-08-06,2024-08-04,2024-08-06,2024-08-07,Closed,General Contractor,Construction Manager,1,0,Yes,32000,44000,No,0,0,Yes,2,5
RFI-00740,PRJ-019,RFI-0048,Architectural Design Clarification - Area E3,Architectural,Medium,Design Clarification,2023-09-17,2023-09-28,2023-09-27,2023-09-27,2023-10-01,Closed,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,5,5
RFI-00741,PRJ-019,RFI-0049,Plumbing Design Clarification - Area D12,Plumbing,High,Design Clarification,2024-01-03,2024-01-10,2024-01-10,2024-01-10,,Answered,General Contractor,Engineer,0,0,Yes,15000,16000,No,0,0,No,0,5
RFI-00742,PRJ-019,RFI-0050,Specialty Systems Coordination Conflict - Area C7,Specialty Systems,Medium,Coordination Conflict,2025-03-11,2025-03-23,2025-03-19,2025-03-19,2025-03-20,Closed,Subcontractor,Design Manager,0,0,No,0,0,No,0,0,No,4,4
RFI-00743,PRJ-019,RFI-0051,Controls Design Clarification - Area C2,Controls,High,Design Clarification,2022-11-28,2022-12-04,2022-12-06,2022-12-06,2022-12-07,Closed,Subcontractor,Owner Representative,0,0,No,0,0,No,0,0,No,4,5
RFI-00744,PRJ-019,RFI-0052,Architectural Missing Information - Area E3,Architectural,Critical,Missing Information,2024-01-26,2024-01-30,2024-02-01,2024-02-01,2024-02-05,Closed,General Contractor,Architect,0,0,No,0,0,No,0,0,No,4,5
RFI-00745,PRJ-019,RFI-0053,Mechanical Code Compliance - Area D8,Mechanical,High,Code Compliance,2023-07-26,2023-07-30,2023-08-08,2023-08-08,2023-08-10,Closed,General Contractor,Engineer,0,0,No,0,0,Yes,3,3,Yes,1,4
RFI-00746,PRJ-019,RFI-0054,General Design Clarification - Area E8,General,Medium,Design Clarification,2023-01-26,2023-02-04,2023-02-06,2023-02-06,2023-02-06,Closed,Subcontractor,Construction Manager,0,0,Yes,40000,47000,No,0,0,Yes,2,5
RFI-00747,PRJ-019,RFI-0055,Mechanical Coordination Conflict - Area C4,Mechanical,Medium,Coordination Conflict,2022-12-24,2023-01-05,2023-01-18,2023-01-18,2023-01-18,Closed,Construction Manager,Engineer,0,0,No,0,0,Yes,7,9,Yes,3,4
RFI-00748,PRJ-019,RFI-0056,Mechanical Constructability - Area D1,Mechanical,Medium,Constructability,2023-07-31,2023-08-11,2023-08-16,2023-08-16,2023-08-20,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-00749,PRJ-020,RFI-0001,Structural Missing Information - Area D11,Structural,Medium,Missing Information,2024-11-17,2024-11-27,2024-11-27,2024-11-27,,Answered,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,4,4
RFI-00750,PRJ-020,RFI-0002,Electrical Field Condition - Area A7,Electrical,Medium,Field Condition,2023-12-12,2023-12-22,2023-12-16,2023-12-16,2023-12-19,Closed,Subcontractor,Engineer,0,0,Yes,10000,12000,No,0,0,No,6,5
RFI-00751,PRJ-020,RFI-0003,Plumbing Missing Information - Area D1,Plumbing,Medium,Missing Information,2023-09-12,2023-09-23,2023-09-19,2023-09-19,2023-09-23,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-00752,PRJ-020,RFI-0004,Mechanical Design Clarification - Area B8,Mechanical,Low,Design Clarification,2024-04-07,2024-04-20,2024-04-18,2024-04-18,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-00753,PRJ-020,RFI-0005,Architectural Constructability - Area C3,Architectural,Medium,Constructability,2023-09-11,2023-09-22,2023-09-16,2023-09-16,2023-09-16,Closed,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,3,5
RFI-00754,PRJ-020,RFI-0006,Mechanical Design Clarification - Area A1,Mechanical,High,Design Clarification,2023-08-17,2023-08-23,2023-08-23,2023-08-23,2023-08-27,Closed,Subcontractor,Engineer,0,0,No,0,0,Yes,6,7,No,1,5
RFI-00755,PRJ-020,RFI-0007,Mechanical Field Condition - Area C3,Mechanical,Medium,Field Condition,2023-01-26,2023-02-07,2023-01-31,2023-01-31,2023-02-03,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-00756,PRJ-020,RFI-0008,Structural Missing Information - Area D6,Structural,Medium,Missing Information,2023-02-04,2023-02-14,2023-02-19,2023-02-19,2023-02-22,Closed,Subcontractor,Engineer,0,0,No,0,0,Yes,2,2,No,5,4
RFI-00757,PRJ-020,RFI-0009,Plumbing Field Condition - Area C11,Plumbing,Low,Field Condition,2025-01-19,2025-02-04,2025-01-29,2025-01-29,2025-02-01,Closed,Subcontractor,Engineer,0,0,Yes,6200,4900,No,0,0,No,4,5
RFI-00758,PRJ-020,RFI-0010,Electrical Design Clarification - Area E2,Electrical,Medium,Design Clarification,2025-01-14,2025-01-23,2025-01-27,2025-01-27,2025-01-28,Closed,Subcontractor,Engineer,0,1,Yes,6900,5800,No,0,0,Yes,5,5
RFI-00759,PRJ-020,RFI-0011,Fire Protection Design Clarification - Area D10,Fire Protection,Medium,Design Clarification,2024-04-26,2024-05-06,2024-05-08,2024-05-09,2024-05-10,Closed,Subcontractor,Engineer,1,0,No,0,0,No,0,0,No,4,4
RFI-00760,PRJ-020,RFI-0012,General Constructability - Area A3,General,Medium,Constructability,2024-09-15,2024-09-24,2024-09-18,2024-09-18,2024-09-22,Closed,Subcontractor,Construction Manager,0,0,No,0,0,No,0,0,No,4,4
RFI-00761,PRJ-020,RFI-0013,Controls Code Compliance - Area E1,Controls,High,Code Compliance,2024-09-21,2024-09-28,2024-09-26,2024-09-26,,Answered,Subcontractor,Owner Representative,0,0,No,0,0,No,0,0,No,6,4
RFI-00762,PRJ-020,RFI-0014,Specialty Systems Missing Information - Area D5,Specialty Systems,Medium,Missing Information,2024-03-01,2024-03-10,2024-03-14,2024-03-14,2024-03-15,Closed,Subcontractor,Owner Representative,0,0,No,0,0,No,0,0,No,6,5
RFI-00763,PRJ-020,RFI-0015,Civil Design Clarification - Area B1,Civil,Medium,Design Clarification,2024-01-14,2024-01-26,2024-01-21,2024-01-21,2024-01-23,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-00764,PRJ-020,RFI-0016,Civil Design Clarification - Area D6,Civil,Medium,Design Clarification,2023-02-19,2023-03-03,2023-02-22,2023-02-22,,Answered,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,1,5
RFI-00765,PRJ-020,RFI-0017,General Field Condition - Area A6,General,Medium,Field Condition,2024-11-27,2024-12-07,2024-12-04,2024-12-08,,Answered,Construction Manager,Construction Manager,1,1,No,0,0,No,0,0,No,3,5
RFI-00766,PRJ-020,RFI-0018,Controls Coordination Conflict - Area B5,Controls,Low,Coordination Conflict,2023-03-19,2023-04-01,2023-03-24,2023-03-24,,Answered,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-00767,PRJ-020,RFI-0019,Electrical Coordination Conflict - Area D7,Electrical,High,Coordination Conflict,2022-12-31,2023-01-06,2023-01-05,2023-01-05,,Answered,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,3,4
RFI-00768,PRJ-020,RFI-0020,Controls Coordination Conflict - Area B11,Controls,Medium,Coordination Conflict,2024-12-26,2025-01-06,2024-12-30,2024-12-30,2025-01-03,Closed,Subcontractor,Engineer,0,0,Yes,17000,20000,No,0,0,No,1,5
RFI-00769,PRJ-020,RFI-0021,Electrical Constructability - Area B9,Electrical,Low,Constructability,2023-09-12,2023-09-26,2023-09-30,2023-10-04,2023-10-06,Closed,Subcontractor,Engineer,1,0,No,0,0,Yes,1,1,Yes,6,5
RFI-00770,PRJ-020,RFI-0022,Mechanical Constructability - Area B3,Mechanical,Low,Constructability,2024-02-02,2024-02-16,2024-02-11,2024-02-11,2024-02-14,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,1,4
RFI-00771,PRJ-020,RFI-0023,General Coordination Conflict - Area D9,General,Medium,Coordination Conflict,2023-10-12,2023-10-21,2023-10-16,2023-10-16,2023-10-18,Closed,Subcontractor,Construction Manager,0,0,No,0,0,No,0,0,No,2,5
RFI-00772,PRJ-020,RFI-0024,Mechanical Substitution Request - Area E8,Mechanical,High,Substitution Request,2024-08-17,2024-08-22,2024-08-24,2024-08-24,2024-08-24,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-00773,PRJ-020,RFI-0025,Electrical Design Clarification - Area C2,Electrical,High,Design Clarification,2023-12-02,2023-12-06,2023-12-08,2023-12-08,2023-12-08,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,0,4
RFI-00774,PRJ-020,RFI-0026,Architectural Missing Information - Area B12,Architectural,Medium,Missing Information,2023-10-21,2023-11-02,2023-10-27,,,In Review,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,6,5
RFI-00775,PRJ-020,RFI-0027,Electrical Code Compliance - Area B5,Electrical,Medium,Code Compliance,2023-05-18,2023-05-28,2023-05-26,2023-05-26,2023-05-28,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,5,4
RFI-00776,PRJ-020,RFI-0028,Civil Design Clarification - Area A4,Civil,Low,Design Clarification,2024-12-03,2024-12-16,2024-12-14,2024-12-14,,Answered,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,1,5
RFI-00777,PRJ-020,RFI-0029,Architectural Code Compliance - Area E11,Architectural,Medium,Code Compliance,2025-01-25,2025-02-06,2025-01-30,2025-02-03,2025-02-07,Closed,Subcontractor,Architect,1,0,No,0,0,No,0,0,No,5,4
RFI-00778,PRJ-020,RFI-0030,Mechanical Code Compliance - Area A11,Mechanical,Medium,Code Compliance,2024-07-09,2024-07-19,2024-07-22,2024-07-22,,Answered,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,5,5
RFI-00779,PRJ-021,RFI-0001,Mechanical Substitution Request - Area D10,Mechanical,Medium,Substitution Request,2022-05-08,2022-05-19,2022-06-23,2022-06-23,2022-06-27,Closed,Subcontractor,Engineer,0,0,Yes,6400,9200,No,0,0,Yes,4,2
RFI-00780,PRJ-021,RFI-0002,Civil Field Condition - Area B3,Civil,Medium,Field Condition,2023-11-03,2023-11-15,2023-11-18,2023-11-18,2023-11-20,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-00781,PRJ-021,RFI-0003,Structural Substitution Request - Area C2,Structural,High,Substitution Request,2022-02-08,2022-02-12,2022-03-01,2022-03-01,2022-03-05,Closed,Subcontractor,Engineer,0,0,Yes,51000,53000,No,0,0,Yes,5,3
RFI-00782,PRJ-021,RFI-0004,Mechanical Coordination Conflict - Area C9,Mechanical,Low,Coordination Conflict,2022-09-13,2022-09-28,2022-09-26,2022-09-26,2022-09-29,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,5,5
RFI-00783,PRJ-021,RFI-0005,Specialty Systems Design Clarification - Area B1,Specialty Systems,Low,Design Clarification,2023-08-19,2023-09-02,2023-09-11,2023-09-12,2023-09-12,Closed,General Contractor,Owner Representative,1,0,No,0,0,Yes,3,4,Yes,6,3
RFI-00784,PRJ-021,RFI-0006,Civil Design Clarification - Area B6,Civil,High,Design Clarification,2023-10-14,2023-10-18,2023-11-09,2023-11-09,2023-11-11,Closed,General Contractor,Engineer,0,0,No,0,0,Yes,1,1,Yes,4,3
RFI-00785,PRJ-021,RFI-0007,General Design Clarification - Area A1,General,Medium,Design Clarification,2022-07-29,2022-08-08,2022-08-05,2022-08-08,,Answered,General Contractor,Construction Manager,1,0,No,0,0,No,0,0,No,5,5
RFI-00786,PRJ-021,RFI-0008,Specialty Systems Design Clarification - Area B7,Specialty Systems,Medium,Design Clarification,2022-03-20,2022-04-01,2022-03-28,2022-04-01,2022-04-02,Closed,Subcontractor,Design Manager,1,0,No,0,0,No,0,0,No,4,5
RFI-00787,PRJ-021,RFI-0009,Controls Field Condition - Area C4,Controls,Medium,Field Condition,2022-04-05,2022-04-16,2022-04-20,2022-04-20,2022-04-22,Closed,Subcontractor,Engineer,0,0,No,0,0,Yes,5,7,Yes,2,5
RFI-00788,PRJ-021,RFI-0010,Specialty Systems Design Clarification - Area A7,Specialty Systems,Medium,Design Clarification,2022-06-16,2022-06-26,2022-07-01,2022-07-03,,Answered,General Contractor,Design Manager,1,0,No,0,0,Yes,4,6,Yes,4,4
RFI-00789,PRJ-021,RFI-0011,Specialty Systems Coordination Conflict - Area C11,Specialty Systems,Medium,Coordination Conflict,2022-12-21,2023-01-01,2023-01-15,2023-01-15,,Answered,General Contractor,Design Manager,0,0,No,0,0,No,0,0,No,0,4
RFI-00790,PRJ-021,RFI-0012,Structural Missing Information - Area A7,Structural,Medium,Missing Information,2022-10-17,2022-10-28,2022-11-08,2022-11-08,2022-11-09,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,6,4
RFI-00791,PRJ-021,RFI-0013,Electrical Coordination Conflict - Area D5,Electrical,Low,Coordination Conflict,2022-07-24,2022-08-08,2022-08-19,2022-08-19,,Answered,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,1,5
RFI-00792,PRJ-021,RFI-0014,Civil Design Clarification - Area B3,Civil,Medium,Design Clarification,2023-04-04,2023-04-13,2023-04-12,2023-04-12,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,5,5
RFI-00793,PRJ-021,RFI-0015,Civil Field Condition - Area C1,Civil,Low,Field Condition,2022-10-28,2022-11-10,2022-11-11,2022-11-11,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,1,5
RFI-00794,PRJ-021,RFI-0016,Plumbing Missing Information - Area E12,Plumbing,Low,Missing Information,2023-11-30,2023-12-14,2023-12-12,2023-12-12,2023-12-15,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,5,5
RFI-00795,PRJ-021,RFI-0017,Civil Missing Information - Area E2,Civil,Medium,Missing Information,2023-12-22,2024-01-02,2024-01-06,2024-01-06,2024-01-08,Closed,Subcontractor,Engineer,0,0,Yes,5800,7200,No,0,0,Yes,3,5
RFI-00796,PRJ-021,RFI-0018,Electrical Constructability - Area E9,Electrical,Low,Constructability,2024-01-08,2024-01-22,2024-01-21,2024-01-21,2024-01-22,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-00797,PRJ-021,RFI-0019,Mechanical Design Clarification - Area A6,Mechanical,High,Design Clarification,2022-12-16,2022-12-21,2023-01-04,2023-01-04,2023-01-04,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,6,4
RFI-00798,PRJ-021,RFI-0020,Plumbing Substitution Request - Area A11,Plumbing,Medium,Substitution Request,2022-01-15,2022-01-26,2022-01-28,2022-01-28,2022-01-30,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,4,4
RFI-00799,PRJ-021,RFI-0021,Electrical Missing Information - Area D1,Electrical,High,Missing Information,2024-02-26,2024-03-01,2024-03-05,2024-03-05,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,5,4
RFI-00800,PRJ-021,RFI-0022,General Missing Information - Area A9,General,Medium,Missing Information,2022-03-24,2022-04-03,2022-04-04,2022-04-04,2022-04-06,Closed,General Contractor,Construction Manager,0,0,No,0,0,No,0,0,No,5,5
RFI-00801,PRJ-021,RFI-0023,Mechanical Design Clarification - Area A2,Mechanical,High,Design Clarification,2022-09-15,2022-09-21,2022-09-30,2022-09-30,2022-10-04,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,5,4
RFI-00802,PRJ-021,RFI-0024,Architectural Design Clarification - Area C8,Architectural,High,Design Clarification,2024-02-13,2024-02-20,2024-02-29,2024-02-29,,Answered,General Contractor,Owner Representative,0,1,No,0,0,No,0,0,No,4,5
RFI-00803,PRJ-021,RFI-0025,Controls Substitution Request - Area B3,Controls,Low,Substitution Request,2022-07-17,2022-08-02,2022-08-01,2022-08-01,,Answered,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-00804,PRJ-021,RFI-0026,Architectural Missing Information - Area A9,Architectural,Critical,Missing Information,2024-01-12,2024-01-15,2024-02-04,,,Awaiting Designer,Subcontractor,Owner Representative,0,0,Yes,15000,11000,Yes,4,5,Yes,4,3
RFI-00805,PRJ-021,RFI-0027,Civil Missing Information - Area E4,Civil,Medium,Missing Information,2022-12-23,2023-01-04,2023-01-19,2023-01-19,,Answered,Subcontractor,Owner Representative,0,0,No,0,0,No,0,0,No,5,3
RFI-00806,PRJ-021,RFI-0028,Structural Missing Information - Area D6,Structural,Medium,Missing Information,2022-10-22,2022-10-31,2022-11-07,2022-11-07,2022-11-10,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,0,4
RFI-00807,PRJ-021,RFI-0029,Fire Protection Missing Information - Area E11,Fire Protection,Medium,Missing Information,2023-10-13,2023-10-25,2023-10-28,2023-10-28,2023-11-01,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-00808,PRJ-021,RFI-0030,Mechanical Missing Information - Area B10,Mechanical,High,Missing Information,2023-08-25,2023-08-29,2023-09-11,2023-09-11,2023-09-15,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,3,2
RFI-00809,PRJ-021,RFI-0031,Specialty Systems Code Compliance - Area D12,Specialty Systems,High,Code Compliance,2023-01-17,2023-01-24,2023-01-30,2023-01-30,2023-01-30,Closed,General Contractor,Design Manager,0,0,No,0,0,No,0,0,No,6,5
RFI-00810,PRJ-021,RFI-0032,Structural Field Condition - Area B7,Structural,Medium,Field Condition,2023-06-25,2023-07-06,2023-08-06,2023-08-06,2023-08-07,Closed,General Contractor,Engineer,0,0,Yes,14000,20000,Yes,11,10,Yes,3,2
RFI-00811,PRJ-021,RFI-0033,Structural Coordination Conflict - Area B9,Structural,Medium,Coordination Conflict,2023-07-25,2023-08-05,2023-08-09,2023-08-09,2023-08-10,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,3,5
RFI-00812,PRJ-021,RFI-0034,Mechanical Missing Information - Area C12,Mechanical,Medium,Missing Information,2023-05-10,2023-05-21,2023-05-27,2023-05-28,2023-05-30,Closed,General Contractor,Owner Representative,1,0,No,0,0,No,0,0,No,4,5
RFI-00813,PRJ-022,RFI-0001,Mechanical Design Clarification - Area B2,Mechanical,Medium,Design Clarification,2022-03-17,2022-03-28,2022-03-21,2022-03-21,2022-03-25,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-00814,PRJ-022,RFI-0002,Architectural Substitution Request - Area B12,Architectural,Medium,Substitution Request,2022-07-07,2022-07-16,,,,Awaiting Owner,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,5,5
RFI-00815,PRJ-022,RFI-0003,Structural Field Condition - Area C5,Structural,Low,Field Condition,2022-06-03,2022-06-19,2022-06-09,2022-06-09,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,3,5
RFI-00816,PRJ-022,RFI-0004,Electrical Coordination Conflict - Area D7,Electrical,Medium,Coordination Conflict,2022-07-14,2022-07-25,,,,In Review,Construction Manager,Engineer,0,0,Yes,30000,24000,No,0,0,Yes,5,5
RFI-00817,PRJ-022,RFI-0005,Structural Missing Information - Area C6,Structural,Medium,Missing Information,2022-02-08,2022-02-18,2022-02-21,2022-02-21,,Answered,General Contractor,Engineer,0,0,Yes,31000,32000,Yes,1,1,No,3,5
RFI-00818,PRJ-022,RFI-0006,Mechanical Design Clarification - Area B5,Mechanical,Low,Design Clarification,2022-04-27,2022-05-11,2022-05-03,2022-05-03,,Answered,Construction Manager,Owner Representative,0,0,No,0,0,No,0,0,No,1,5
RFI-00819,PRJ-022,RFI-0007,Electrical Design Clarification - Area A12,Electrical,Medium,Design Clarification,2022-05-23,2022-06-02,2022-05-30,2022-05-30,2022-05-30,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-00820,PRJ-022,RFI-0008,Structural Code Compliance - Area D9,Structural,Medium,Code Compliance,2022-05-18,2022-05-27,2022-05-23,2022-05-23,2022-05-26,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-00821,PRJ-022,RFI-0009,Electrical Constructability - Area C10,Electrical,High,Constructability,2022-01-03,2022-01-08,2022-01-15,2022-01-15,,Answered,Subcontractor,Engineer,0,1,No,0,0,No,0,0,No,4,5
RFI-00822,PRJ-022,RFI-0010,General Constructability - Area A7,General,Medium,Constructability,2022-07-15,2022-07-24,2022-07-18,2022-07-18,2022-07-21,Closed,Subcontractor,Construction Manager,0,0,Yes,3200,3000,No,0,0,No,4,4
RFI-00823,PRJ-022,RFI-0011,Electrical Field Condition - Area E11,Electrical,Low,Field Condition,2022-05-24,2022-06-09,2022-05-28,2022-05-28,,Answered,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-00824,PRJ-022,RFI-0012,Specialty Systems Coordination Conflict - Area E6,Specialty Systems,Medium,Coordination Conflict,2022-05-06,2022-05-18,2022-05-17,2022-05-17,2022-05-21,Closed,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,3,5
RFI-00825,PRJ-022,RFI-0013,Electrical Coordination Conflict - Area E5,Electrical,Medium,Coordination Conflict,2022-07-28,2022-08-07,2022-08-03,2022-08-06,,Answered,Construction Manager,Engineer,1,0,No,0,0,No,0,0,No,1,4
RFI-00826,PRJ-022,RFI-0014,Structural Missing Information - Area E9,Structural,Medium,Missing Information,2022-07-31,2022-08-11,2022-08-10,2022-08-10,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-00827,PRJ-022,RFI-0015,Mechanical Coordination Conflict - Area D3,Mechanical,Medium,Coordination Conflict,2022-03-20,2022-04-01,2022-03-27,2022-03-30,2022-03-30,Closed,General Contractor,Engineer,1,0,No,0,0,No,0,0,No,4,5
RFI-00828,PRJ-022,RFI-0016,General Coordination Conflict - Area A8,General,Medium,Coordination Conflict,2022-07-08,2022-07-19,,,,Awaiting Owner,General Contractor,Construction Manager,0,0,Yes,10000,13000,No,0,0,Yes,5,5
RFI-00829,PRJ-022,RFI-0017,Electrical Design Clarification - Area D1,Electrical,Medium,Design Clarification,2022-05-17,2022-05-26,,,,Awaiting Designer,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-00830,PRJ-022,RFI-0018,Electrical Design Clarification - Area B1,Electrical,Medium,Design Clarification,2022-03-27,2022-04-07,2022-03-31,2022-03-31,2022-04-01,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,2,4
RFI-00831,PRJ-022,RFI-0019,Architectural Coordination Conflict - Area D11,Architectural,Medium,Coordination Conflict,2022-07-25,2022-08-06,2022-07-28,2022-07-28,2022-07-31,Closed,General Contractor,Architect,0,0,No,0,0,Yes,9,6,Yes,5,5
