Link_ID,Project_ID,RFI_ID,Change_Order_ID,Link_Type,Link_Confidence,Relationship_Date,Relationship_Notes_Category
LNK-00259,PRJ-048,RFI-01816,CO-00599,Direct Cause,Medium,2024-11-11,Design clarification led to scope change
LNK-00260,PRJ-048,RFI-01767,CO-00603,Direct Cause,Medium,2023-04-13,Design clarification led to scope change
LNK-00261,PRJ-048,RFI-01815,CO-00604,Supporting Documentation,Medium,2024-04-13,Related coordination issue
LNK-00262,PRJ-048,RFI-01811,CO-00608,Direct Cause,Medium,2022-11-04,Related coordination issue
LNK-00263,PRJ-048,RFI-01766,CO-00611,Supporting Documentation,Medium,2024-10-01,Related coordination issue
LNK-00264,PRJ-048,RFI-01785,CO-00612,Supporting Documentation,Low,2023-04-06,Related coordination issue
LNK-00265,PRJ-048,RFI-01778,CO-00613,Related Scope,Medium,2022-05-09,Pricing support
LNK-00266,PRJ-048,RFI-01815,CO-00618,Supporting Documentation,High,2023-12-05,Field condition documented by RFI
LNK-00267,PRJ-048,RFI-01808,CO-00619,Direct Cause,Medium,2022-04-20,Field condition documented by RFI
LNK-00268,PRJ-048,RFI-01815,CO-00620,Direct Cause,High,2024-03-24,Design clarification led to scope change
LNK-00269,PRJ-049,RFI-01825,CO-00622,Supporting Documentation,Medium,2024-04-11,Related coordination issue
LNK-00270,PRJ-049,RFI-01818,CO-00623,Related Scope,Medium,2024-06-13,Design clarification led to scope change
LNK-00271,PRJ-049,RFI-01828,CO-00624,Direct Cause,Low,2024-10-12,Design clarification led to scope change
LNK-00272,PRJ-049,RFI-01825,CO-00627,Related Scope,Medium,2024-07-11,Field condition documented by RFI
LNK-00273,PRJ-049,RFI-01835,CO-00629,Supporting Documentation,High,2025-08-21,Field condition documented by RFI
LNK-00274,PRJ-049,RFI-01848,CO-00630,Direct Cause,Medium,2024-08-12,Related coordination issue
LNK-00275,PRJ-050,RFI-01866,CO-00632,Supporting Documentation,Medium,2025-11-22,Design clarification led to scope change
LNK-00276,PRJ-050,RFI-01872,CO-00634,Supporting Documentation,Medium,2025-11-20,Design clarification led to scope change
LNK-00277,PRJ-050,RFI-01868,CO-00635,Direct Cause,High,2024-09-02,Related coordination issue
LNK-00278,PRJ-050,RFI-01853,CO-00636,Direct Cause,Low,2024-07-02,Schedule support
LNK-00279,PRJ-050,RFI-01874,CO-00640,Direct Cause,Medium,2025-07-19,Design clarification led to scope change
LNK-00280,PRJ-051,RFI-01903,CO-00643,Direct Cause,Medium,2024-05-05,Design clarification led to scope change
LNK-00281,PRJ-051,RFI-01907,CO-00645,Direct Cause,Medium,2023-09-11,Design clarification led to scope change
LNK-00282,PRJ-051,RFI-01938,CO-00646,Direct Cause,High,2022-07-27,Related coordination issue
LNK-00283,PRJ-051,RFI-01879,CO-00648,Related Scope,Medium,2024-02-10,Design clarification led to scope change
LNK-00284,PRJ-051,RFI-01887,CO-00649,Related Scope,Medium,2023-04-08,Design clarification led to scope change
LNK-00285,PRJ-051,RFI-01886,CO-00650,Direct Cause,Medium,2024-07-30,Field condition documented by RFI
LNK-00286,PRJ-051,RFI-01888,CO-00651,Related Scope,Medium,2024-01-15,Pricing support
LNK-00287,PRJ-051,RFI-01937,CO-00652,Supporting Documentation,Medium,2023-02-17,Pricing support
LNK-00288,PRJ-051,RFI-01938,CO-00654,Related Scope,Medium,2022-08-28,Pricing support
LNK-00289,PRJ-051,RFI-01881,CO-00656,Supporting Documentation,Medium,2022-07-23,Pricing support
LNK-00290,PRJ-051,RFI-01938,CO-00658,Supporting Documentation,High,2022-08-20,Pricing support
LNK-00291,PRJ-051,RFI-01914,CO-00662,Related Scope,Medium,2023-08-14,Design clarification led to scope change
LNK-00292,PRJ-051,RFI-01897,CO-00663,Supporting Documentation,Medium,2024-01-16,Related coordination issue
LNK-00293,PRJ-052,RFI-01963,CO-00666,Related Scope,Medium,2024-04-17,Field condition documented by RFI
LNK-00294,PRJ-052,RFI-01960,CO-00669,Potential Relationship,High,2024-04-21,Pricing support
LNK-00295,PRJ-052,RFI-01958,CO-00671,Related Scope,Medium,2023-05-25,Schedule support
LNK-00296,PRJ-052,RFI-01946,CO-00673,Direct Cause,Medium,2023-10-09,Pricing support
LNK-00297,PRJ-053,RFI-01979,CO-00675,Direct Cause,High,2022-07-22,Pricing support
LNK-00298,PRJ-053,RFI-01984,CO-00676,Supporting Documentation,Low,2022-08-30,Related coordination issue
LNK-00299,PRJ-053,RFI-01969,CO-00677,Supporting Documentation,Medium,2022-10-26,Field condition documented by RFI
LNK-00300,PRJ-053,RFI-01989,CO-00679,Direct Cause,Medium,2022-09-10,Design clarification led to scope change
LNK-00301,PRJ-053,RFI-01984,CO-00681,Supporting Documentation,Medium,2022-10-06,Design clarification led to scope change
LNK-00302,PRJ-053,RFI-01970,CO-00682,Supporting Documentation,Medium,2022-02-19,Schedule support
LNK-00303,PRJ-053,RFI-01974,CO-00686,Supporting Documentation,Low,2022-06-20,Related coordination issue
LNK-00304,PRJ-053,RFI-01981,CO-00687,Supporting Documentation,Medium,2022-01-12,Pricing support
LNK-00305,PRJ-054,RFI-02000,CO-00694,Related Scope,High,2024-02-25,Field condition documented by RFI
LNK-00306,PRJ-054,RFI-02034,CO-00697,Direct Cause,High,2023-03-20,Design clarification led to scope change
LNK-00307,PRJ-054,RFI-02009,CO-00698,Direct Cause,High,2023-06-01,Pricing support
LNK-00308,PRJ-055,RFI-02050,CO-00704,Direct Cause,High,2023-03-31,Field condition documented by RFI
LNK-00309,PRJ-055,RFI-02047,CO-00705,Direct Cause,High,2023-02-22,Related coordination issue
LNK-00310,PRJ-055,RFI-02066,CO-00706,Supporting Documentation,High,2022-08-06,Field condition documented by RFI
LNK-00311,PRJ-056,RFI-02082,CO-00708,Supporting Documentation,Medium,2023-07-08,Design clarification led to scope change
LNK-00312,PRJ-056,RFI-02098,CO-00710,Direct Cause,Medium,2023-06-17,Related coordination issue
LNK-00313,PRJ-056,RFI-02096,CO-00711,Supporting Documentation,Medium,2023-06-09,Related coordination issue
LNK-00314,PRJ-056,RFI-02102,CO-00719,Direct Cause,Medium,2022-12-22,Field condition documented by RFI
LNK-00315,PRJ-056,RFI-02091,CO-00720,Potential Relationship,Low,2023-04-15,Design clarification led to scope change
LNK-00316,PRJ-056,RFI-02100,CO-00722,Direct Cause,Medium,2023-03-08,Field condition documented by RFI
LNK-00317,PRJ-057,RFI-02117,CO-00724,Direct Cause,Medium,2022-03-18,Field condition documented by RFI
LNK-00318,PRJ-057,RFI-02117,CO-00726,Related Scope,Medium,2022-03-14,Pricing support
LNK-00319,PRJ-057,RFI-02135,CO-00728,Direct Cause,Medium,2023-06-12,Design clarification led to scope change
LNK-00320,PRJ-057,RFI-02126,CO-00729,Supporting Documentation,Medium,2022-08-11,Pricing support
LNK-00321,PRJ-057,RFI-02134,CO-00732,Supporting Documentation,Medium,2022-08-25,Field condition documented by RFI
LNK-00322,PRJ-058,RFI-02172,CO-00734,Direct Cause,Low,2023-04-18,Related coordination issue
LNK-00323,PRJ-058,RFI-02162,CO-00736,Related Scope,Medium,2023-10-01,Related coordination issue
LNK-00324,PRJ-058,RFI-02149,CO-00740,Direct Cause,Medium,2023-12-10,Related coordination issue
LNK-00325,PRJ-058,RFI-02156,CO-00743,Supporting Documentation,Medium,2023-12-03,Related coordination issue
LNK-00326,PRJ-059,RFI-02174,CO-00745,Related Scope,High,2025-11-11,Design clarification led to scope change
LNK-00327,PRJ-059,RFI-02191,CO-00747,Direct Cause,High,2025-11-16,Field condition documented by RFI
LNK-00328,PRJ-059,RFI-02202,CO-00750,Direct Cause,High,2025-08-25,Design clarification led to scope change
LNK-00329,PRJ-060,RFI-02229,CO-00753,Supporting Documentation,Medium,2022-05-13,Related coordination issue
LNK-00330,PRJ-060,RFI-02210,CO-00755,Direct Cause,High,2023-01-15,Related coordination issue
LNK-00331,PRJ-060,RFI-02216,CO-00757,Supporting Documentation,High,2022-10-27,Design clarification led to scope change
LNK-00332,PRJ-060,RFI-02213,CO-00758,Potential Relationship,Medium,2024-05-26,Field condition documented by RFI
LNK-00333,PRJ-061,RFI-02233,CO-00759,Supporting Documentation,Low,2024-03-28,Pricing support
LNK-00334,PRJ-061,RFI-02240,CO-00760,Supporting Documentation,Medium,2023-09-07,Related coordination issue
LNK-00335,PRJ-061,RFI-02238,CO-00761,Supporting Documentation,High,2023-08-26,Design clarification led to scope change
LNK-00336,PRJ-061,RFI-02236,CO-00762,Supporting Documentation,Medium,2023-12-20,Field condition documented by RFI
LNK-00337,PRJ-061,RFI-02251,CO-00766,Direct Cause,High,2023-10-28,Design clarification led to scope change
LNK-00338,PRJ-062,RFI-02298,CO-00770,Related Scope,Medium,2023-04-19,Pricing support
LNK-00339,PRJ-062,RFI-02291,CO-00771,Supporting Documentation,High,2023-08-18,Design clarification led to scope change
LNK-00340,PRJ-062,RFI-02272,CO-00773,Direct Cause,High,2022-10-10,Pricing support
LNK-00341,PRJ-062,RFI-02290,CO-00775,Supporting Documentation,Low,2023-03-25,Field condition documented by RFI
LNK-00342,PRJ-062,RFI-02277,CO-00776,Related Scope,Medium,2023-01-16,Field condition documented by RFI
LNK-00343,PRJ-062,RFI-02279,CO-00777,Direct Cause,High,2022-05-26,Design clarification led to scope change
LNK-00344,PRJ-062,RFI-02294,CO-00779,Related Scope,Low,2023-08-22,Design clarification led to scope change
LNK-00345,PRJ-063,RFI-02300,CO-00788,Direct Cause,High,2025-03-22,Field condition documented by RFI
LNK-00346,PRJ-064,RFI-02362,CO-00792,Direct Cause,High,2023-06-12,Field condition documented by RFI
LNK-00347,PRJ-064,RFI-02353,CO-00793,Related Scope,Medium,2023-11-25,Field condition documented by RFI
LNK-00348,PRJ-064,RFI-02347,CO-00794,Direct Cause,Low,2022-12-28,Pricing support
LNK-00349,PRJ-064,RFI-02353,CO-00796,Direct Cause,Medium,2024-03-12,Field condition documented by RFI
LNK-00350,PRJ-064,RFI-02348,CO-00799,Direct Cause,Low,2022-11-01,Pricing support
LNK-00351,PRJ-064,RFI-02346,CO-00800,Supporting Documentation,High,2023-10-29,Design clarification led to scope change
LNK-00352,PRJ-064,RFI-02341,CO-00801,Supporting Documentation,Medium,2024-01-21,Design clarification led to scope change
LNK-00353,PRJ-064,RFI-02355,CO-00802,Related Scope,High,2024-07-20,Schedule support
LNK-00354,PRJ-065,RFI-02380,CO-00805,Direct Cause,Medium,2024-01-27,Schedule support
LNK-00355,PRJ-065,RFI-02397,CO-00807,Direct Cause,Medium,2024-02-14,Pricing support
LNK-00356,PRJ-065,RFI-02378,CO-00810,Potential Relationship,Medium,2024-09-23,Pricing support
LNK-00357,PRJ-065,RFI-02380,CO-00812,Supporting Documentation,High,2024-02-17,Design clarification led to scope change
LNK-00358,PRJ-066,RFI-02428,CO-00818,Direct Cause,Medium,2023-04-29,Design clarification led to scope change
LNK-00359,PRJ-066,RFI-02420,CO-00820,Direct Cause,High,2023-08-22,Schedule support
LNK-00360,PRJ-067,RFI-02460,CO-00822,Direct Cause,High,2022-10-07,Related coordination issue
LNK-00361,PRJ-067,RFI-02441,CO-00824,Supporting Documentation,Medium,2022-10-24,Pricing support
LNK-00362,PRJ-067,RFI-02449,CO-00825,Potential Relationship,Medium,2023-04-29,Schedule support
LNK-00363,PRJ-067,RFI-02440,CO-00826,Related Scope,Medium,2023-05-09,Design clarification led to scope change
LNK-00364,PRJ-067,RFI-02454,CO-00829,Potential Relationship,Medium,2022-12-28,Field condition documented by RFI
LNK-00365,PRJ-067,RFI-02444,CO-00833,Direct Cause,High,2022-10-13,Pricing support
LNK-00366,PRJ-067,RFI-02439,CO-00834,Supporting Documentation,Medium,2023-02-08,Schedule support
LNK-00367,PRJ-068,RFI-02476,CO-00840,Related Scope,Medium,2023-11-17,Field condition documented by RFI
LNK-00368,PRJ-068,RFI-02486,CO-00842,Related Scope,Low,2023-03-11,Design clarification led to scope change
LNK-00369,PRJ-069,RFI-02519,CO-00843,Supporting Documentation,Medium,2022-08-30,Schedule support
LNK-00370,PRJ-069,RFI-02530,CO-00848,Supporting Documentation,Low,2022-07-19,Related coordination issue
LNK-00371,PRJ-069,RFI-02526,CO-00851,Related Scope,Low,2022-08-24,Field condition documented by RFI
LNK-00372,PRJ-070,RFI-02563,CO-00852,Supporting Documentation,High,2024-01-08,Related coordination issue
LNK-00373,PRJ-070,RFI-02559,CO-00853,Direct Cause,High,2022-09-13,Design clarification led to scope change
LNK-00374,PRJ-070,RFI-02534,CO-00856,Supporting Documentation,Low,2023-01-05,Field condition documented by RFI
LNK-00375,PRJ-070,RFI-02539,CO-00864,Supporting Documentation,Low,2025-04-08,Design clarification led to scope change
LNK-00376,PRJ-071,RFI-02566,CO-00867,Direct Cause,High,2022-10-16,Pricing support
LNK-00377,PRJ-071,RFI-02588,CO-00868,Supporting Documentation,Medium,2022-04-08,Field condition documented by RFI
LNK-00378,PRJ-071,RFI-02578,CO-00871,Direct Cause,Low,2023-04-16,Related coordination issue
LNK-00379,PRJ-071,RFI-02584,CO-00872,Direct Cause,Low,2023-12-01,Design clarification led to scope change
LNK-00380,PRJ-071,RFI-02584,CO-00873,Related Scope,Medium,2023-10-05,Field condition documented by RFI
LNK-00381,PRJ-071,RFI-02566,CO-00875,Related Scope,High,2022-10-02,Pricing support
LNK-00382,PRJ-071,RFI-02568,CO-00877,Supporting Documentation,High,2023-07-18,Pricing support
LNK-00383,PRJ-072,RFI-02610,CO-00878,Supporting Documentation,Medium,2023-04-01,Related coordination issue
LNK-00384,PRJ-072,RFI-02649,CO-00881,Supporting Documentation,High,2024-02-29,Schedule support
LNK-00385,PRJ-072,RFI-02613,CO-00882,Supporting Documentation,Low,2025-01-17,Schedule support
LNK-00386,PRJ-072,RFI-02631,CO-00885,Related Scope,Medium,2024-02-10,Design clarification led to scope change
LNK-00387,PRJ-072,RFI-02610,CO-00891,Related Scope,Medium,2023-04-09,Field condition documented by RFI
LNK-00388,PRJ-072,RFI-02647,CO-00893,Supporting Documentation,High,2023-09-27,Design clarification led to scope change
LNK-00389,PRJ-073,RFI-02682,CO-00895,Supporting Documentation,Medium,2022-08-17,Field condition documented by RFI
LNK-00390,PRJ-073,RFI-02681,CO-00897,Related Scope,High,2022-07-13,Field condition documented by RFI
LNK-00391,PRJ-073,RFI-02688,CO-00898,Supporting Documentation,Low,2023-03-21,Schedule support
LNK-00392,PRJ-073,RFI-02680,CO-00900,Direct Cause,High,2023-02-16,Design clarification led to scope change
LNK-00393,PRJ-073,RFI-02666,CO-00903,Direct Cause,High,2023-04-13,Design clarification led to scope change
LNK-00394,PRJ-074,RFI-02707,CO-00905,Supporting Documentation,Medium,2023-08-04,Field condition documented by RFI
LNK-00395,PRJ-074,RFI-02702,CO-00909,Direct Cause,Medium,2022-01-31,Field condition documented by RFI
LNK-00396,PRJ-074,RFI-02721,CO-00910,Direct Cause,High,2023-05-23,Related coordination issue
LNK-00397,PRJ-074,RFI-02718,CO-00912,Related Scope,Low,2022-07-26,Pricing support
LNK-00398,PRJ-075,RFI-02778,CO-00914,Direct Cause,Medium,2025-03-14,Schedule support
LNK-00399,PRJ-075,RFI-02758,CO-00915,Related Scope,Medium,2024-03-24,Related coordination issue
LNK-00400,PRJ-075,RFI-02773,CO-00917,Direct Cause,High,2025-04-09,Pricing support
LNK-00401,PRJ-075,RFI-02740,CO-00918,Direct Cause,High,2025-05-10,Field condition documented by RFI
LNK-00402,PRJ-075,RFI-02743,CO-00919,Supporting Documentation,Low,2023-11-18,Field condition documented by RFI
LNK-00403,PRJ-075,RFI-02773,CO-00922,Direct Cause,High,2025-06-29,Design clarification led to scope change
LNK-00404,PRJ-075,RFI-02773,CO-00924,Potential Relationship,High,2025-07-05,Related coordination issue
LNK-00405,PRJ-075,RFI-02738,CO-00925,Supporting Documentation,Medium,2024-10-02,Field condition documented by RFI
LNK-00406,PRJ-075,RFI-02772,CO-00928,Potential Relationship,Medium,2024-03-26,Pricing support
LNK-00407,PRJ-075,RFI-02743,CO-00936,Potential Relationship,Medium,2023-11-18,Pricing support
LNK-00408,PRJ-075,RFI-02751,CO-00937,Supporting Documentation,Medium,2025-02-02,Field condition documented by RFI
LNK-00409,PRJ-075,RFI-02764,CO-00938,Supporting Documentation,Medium,2024-07-21,Design clarification led to scope change
LNK-00410,PRJ-075,RFI-02766,CO-00939,Supporting Documentation,Medium,2024-03-25,Field condition documented by RFI
LNK-00411,PRJ-076,RFI-02812,CO-00941,Related Scope,Medium,2022-09-17,Schedule support
LNK-00412,PRJ-076,RFI-02800,CO-00943,Supporting Documentation,High,2022-09-27,Related coordination issue
LNK-00413,PRJ-076,RFI-02785,CO-00944,Potential Relationship,Low,2022-08-16,Pricing support
LNK-00414,PRJ-076,RFI-02795,CO-00947,Direct Cause,Medium,2022-05-13,Related coordination issue
LNK-00415,PRJ-076,RFI-02793,CO-00950,Direct Cause,Medium,2022-03-05,Pricing support
LNK-00416,PRJ-077,RFI-02865,CO-00953,Related Scope,Medium,2022-09-03,Design clarification led to scope change
LNK-00417,PRJ-077,RFI-02879,CO-00956,Direct Cause,Medium,2022-03-21,Field condition documented by RFI
LNK-00418,PRJ-077,RFI-02847,CO-00958,Related Scope,Medium,2022-02-25,Pricing support
LNK-00419,PRJ-077,RFI-02871,CO-00960,Supporting Documentation,High,2022-11-25,Schedule support
LNK-00420,PRJ-078,RFI-02913,CO-00961,Related Scope,High,2023-11-06,Field condition documented by RFI
LNK-00421,PRJ-078,RFI-02897,CO-00962,Related Scope,Medium,2024-02-06,Design clarification led to scope change
LNK-00422,PRJ-078,RFI-02926,CO-00963,Supporting Documentation,Medium,2022-08-01,Related coordination issue
LNK-00423,PRJ-078,RFI-02893,CO-00964,Direct Cause,Medium,2024-01-14,Pricing support
LNK-00424,PRJ-078,RFI-02901,CO-00965,Supporting Documentation,Medium,2022-08-29,Design clarification led to scope change
LNK-00425,PRJ-078,RFI-02915,CO-00967,Direct Cause,High,2023-03-19,Field condition documented by RFI
LNK-00426,PRJ-078,RFI-02907,CO-00968,Related Scope,Medium,2023-08-07,Field condition documented by RFI
LNK-00427,PRJ-078,RFI-02908,CO-00970,Supporting Documentation,Medium,2022-04-25,Related coordination issue
LNK-00428,PRJ-079,RFI-02964,CO-00973,Direct Cause,Medium,2023-05-09,Pricing support
LNK-00429,PRJ-079,RFI-02958,CO-00975,Potential Relationship,Low,2023-03-26,Field condition documented by RFI
LNK-00430,PRJ-079,RFI-02936,CO-00976,Direct Cause,High,2022-04-19,Pricing support
LNK-00431,PRJ-079,RFI-02965,CO-00978,Direct Cause,High,2022-09-04,Pricing support
LNK-00432,PRJ-079,RFI-02964,CO-00979,Direct Cause,High,2023-03-02,Pricing support
LNK-00433,PRJ-079,RFI-02950,CO-00980,Supporting Documentation,Medium,2022-01-22,Pricing support
LNK-00434,PRJ-079,RFI-02929,CO-00983,Direct Cause,High,2023-04-05,Design clarification led to scope change
LNK-00435,PRJ-079,RFI-02945,CO-00984,Direct Cause,Medium,2022-09-12,Related coordination issue
LNK-00436,PRJ-079,RFI-02930,CO-00985,Direct Cause,High,2024-01-28,Pricing support
LNK-00437,PRJ-080,RFI-02986,CO-00986,Direct Cause,Medium,2022-10-22,Schedule support
LNK-00438,PRJ-080,RFI-02971,CO-00988,Related Scope,Medium,2022-11-09,Schedule support
LNK-00439,PRJ-080,RFI-02986,CO-00989,Supporting Documentation,Medium,2022-09-26,Schedule support
LNK-00440,PRJ-080,RFI-02981,CO-00991,Related Scope,Medium,2022-10-21,Design clarification led to scope change
LNK-00441,PRJ-080,RFI-02987,CO-00992,Supporting Documentation,Medium,2022-09-26,Field condition documented by RFI
LNK-00442,PRJ-080,RFI-02994,CO-00995,Supporting Documentation,High,2022-02-13,Field condition documented by RFI
LNK-00443,PRJ-081,RFI-03023,CO-00999,Potential Relationship,Medium,2024-06-21,Related coordination issue
LNK-00444,PRJ-081,RFI-03023,CO-01002,Direct Cause,Medium,2024-09-17,Field condition documented by RFI
LNK-00445,PRJ-081,RFI-03035,CO-01003,Direct Cause,High,2025-02-08,Schedule support
LNK-00446,PRJ-081,RFI-03015,CO-01006,Related Scope,High,2023-11-16,Schedule support
LNK-00447,PRJ-081,RFI-03030,CO-01013,Direct Cause,High,2025-01-14,Design clarification led to scope change
LNK-00448,PRJ-082,RFI-03058,CO-01018,Related Scope,High,2025-11-09,Design clarification led to scope change
LNK-00449,PRJ-082,RFI-03060,CO-01021,Direct Cause,High,2025-10-18,Schedule support
LNK-00450,PRJ-082,RFI-03074,CO-01023,Related Scope,High,2025-06-01,Pricing support
LNK-00451,PRJ-082,RFI-03066,CO-01024,Direct Cause,High,2023-09-19,Schedule support
LNK-00452,PRJ-082,RFI-03055,CO-01025,Supporting Documentation,Medium,2025-01-21,Design clarification led to scope change
LNK-00453,PRJ-083,RFI-03100,CO-01027,Direct Cause,High,2023-11-02,Design clarification led to scope change
LNK-00454,PRJ-083,RFI-03082,CO-01028,Direct Cause,Low,2022-11-24,Design clarification led to scope change
LNK-00455,PRJ-083,RFI-03101,CO-01029,Direct Cause,Medium,2023-05-13,Related coordination issue
LNK-00456,PRJ-083,RFI-03095,CO-01030,Supporting Documentation,Low,2024-04-18,Field condition documented by RFI
LNK-00457,PRJ-083,RFI-03086,CO-01031,Direct Cause,High,2023-12-21,Pricing support
LNK-00458,PRJ-083,RFI-03088,CO-01033,Supporting Documentation,Low,2024-09-23,Schedule support
LNK-00459,PRJ-083,RFI-03097,CO-01034,Supporting Documentation,Medium,2023-04-17,Design clarification led to scope change
LNK-00460,PRJ-084,RFI-03117,CO-01038,Direct Cause,Medium,2024-04-14,Related coordination issue
LNK-00461,PRJ-084,RFI-03127,CO-01040,Potential Relationship,Medium,2024-02-16,Field condition documented by RFI
LNK-00462,PRJ-084,RFI-03119,CO-01041,Direct Cause,Low,2024-08-22,Related coordination issue
LNK-00463,PRJ-084,RFI-03109,CO-01042,Direct Cause,High,2025-09-29,Related coordination issue
LNK-00464,PRJ-085,RFI-03144,CO-01050,Direct Cause,Medium,2024-03-12,Field condition documented by RFI
LNK-00465,PRJ-085,RFI-03153,CO-01052,Direct Cause,High,2025-03-05,Design clarification led to scope change
LNK-00466,PRJ-085,RFI-03149,CO-01054,Related Scope,Medium,2024-07-07,Schedule support
LNK-00467,PRJ-086,RFI-03161,CO-01055,Related Scope,Medium,2023-11-07,Design clarification led to scope change
LNK-00468,PRJ-086,RFI-03171,CO-01062,Potential Relationship,Medium,2024-04-15,Field condition documented by RFI
LNK-00469,PRJ-086,RFI-03188,CO-01063,Related Scope,Low,2022-10-14,Pricing support
LNK-00470,PRJ-086,RFI-03187,CO-01065,Supporting Documentation,High,2022-10-28,Design clarification led to scope change
LNK-00471,PRJ-087,RFI-03212,CO-01066,Supporting Documentation,Medium,2025-05-18,Pricing support
LNK-00472,PRJ-087,RFI-03217,CO-01067,Related Scope,Medium,2024-07-30,Related coordination issue
LNK-00473,PRJ-087,RFI-03219,CO-01068,Direct Cause,Medium,2025-01-07,Design clarification led to scope change
LNK-00474,PRJ-087,RFI-03217,CO-01069,Direct Cause,Medium,2024-11-28,Design clarification led to scope change
LNK-00475,PRJ-087,RFI-03204,CO-01074,Direct Cause,High,2024-01-31,Design clarification led to scope change
LNK-00476,PRJ-087,RFI-03218,CO-01075,Direct Cause,High,2024-02-02,Design clarification led to scope change
LNK-00477,PRJ-088,RFI-03228,CO-01077,Related Scope,Medium,2024-07-22,Pricing support
LNK-00478,PRJ-088,RFI-03255,CO-01080,Potential Relationship,Medium,2024-07-23,Design clarification led to scope change
LNK-00479,PRJ-088,RFI-03249,CO-01082,Direct Cause,Medium,2025-05-02,Field condition documented by RFI
LNK-00480,PRJ-088,RFI-03223,CO-01083,Related Scope,High,2024-08-03,Design clarification led to scope change
LNK-00481,PRJ-088,RFI-03250,CO-01084,Supporting Documentation,Medium,2024-01-25,Field condition documented by RFI
LNK-00482,PRJ-088,RFI-03250,CO-01085,Related Scope,Medium,2023-12-03,Design clarification led to scope change
LNK-00483,PRJ-088,RFI-03252,CO-01086,Direct Cause,Medium,2024-07-03,Field condition documented by RFI
LNK-00484,PRJ-088,RFI-03238,CO-01087,Related Scope,High,2025-01-08,Pricing support
LNK-00485,PRJ-088,RFI-03243,CO-01091,Potential Relationship,High,2024-05-09,Design clarification led to scope change
LNK-00486,PRJ-088,RFI-03228,CO-01093,Supporting Documentation,Medium,2024-11-21,Pricing support
LNK-00487,PRJ-089,RFI-03270,CO-01096,Related Scope,Medium,2024-06-24,Related coordination issue
LNK-00488,PRJ-089,RFI-03278,CO-01099,Direct Cause,Medium,2025-03-05,Field condition documented by RFI
LNK-00489,PRJ-089,RFI-03273,CO-01103,Direct Cause,Medium,2024-09-21,Related coordination issue
LNK-00490,PRJ-090,RFI-03306,CO-01105,Direct Cause,Medium,2024-03-30,Field condition documented by RFI
LNK-00491,PRJ-090,RFI-03304,CO-01106,Supporting Documentation,Low,2024-08-17,Related coordination issue
LNK-00492,PRJ-090,RFI-03301,CO-01107,Direct Cause,High,2025-01-22,Field condition documented by RFI
LNK-00493,PRJ-090,RFI-03311,CO-01109,Direct Cause,High,2025-07-27,Pricing support
LNK-00494,PRJ-090,RFI-03311,CO-01113,Supporting Documentation,Medium,2025-06-28,Field condition documented by RFI
LNK-00495,PRJ-090,RFI-03296,CO-01114,Direct Cause,Low,2024-04-26,Field condition documented by RFI
LNK-00496,PRJ-090,RFI-03286,CO-01115,Supporting Documentation,Medium,2025-07-20,Design clarification led to scope change
LNK-00497,PRJ-090,RFI-03304,CO-01116,Related Scope,Medium,2024-08-08,Field condition documented by RFI
LNK-00498,PRJ-090,RFI-03315,CO-01118,Supporting Documentation,Medium,2024-04-16,Schedule support
LNK-00499,PRJ-044,RFI-01641,CO-00555,Direct Cause,High,2025-04-25,Field condition documented by RFI
LNK-00500,PRJ-045,RFI-01686,CO-00565,Related Scope,Medium,2025-10-27,Field condition documented by RFI
LNK-00501,PRJ-010,RFI-00338,CO-00119,Direct Cause,Medium,2023-11-18,Design clarification led to scope change
LNK-00502,PRJ-080,RFI-02986,CO-00991,Direct Cause,Medium,2022-10-21,Pricing support
LNK-00503,PRJ-006,RFI-00190,CO-00067,Direct Cause,Medium,2024-04-11,Design clarification led to scope change
LNK-00504,PRJ-034,RFI-01280,CO-00441,Related Scope,Medium,2025-10-31,Related coordination issue
LNK-00505,PRJ-009,RFI-00318,CO-00110,Supporting Documentation,High,2023-10-03,Schedule support
LNK-00506,PRJ-056,RFI-02081,CO-00708,Supporting Documentation,Low,2023-10-10,Related coordination issue
LNK-00507,PRJ-006,RFI-00190,CO-00068,Supporting Documentation,High,2023-09-29,Related coordination issue
LNK-00508,PRJ-012,RFI-00434,CO-00148,Direct Cause,High,2025-06-01,Design clarification led to scope change
LNK-00509,PRJ-084,RFI-03119,CO-01038,Direct Cause,Medium,2024-05-06,Pricing support
LNK-00510,PRJ-074,RFI-02703,CO-00905,Direct Cause,High,2023-08-04,Schedule support
LNK-00511,PRJ-059,RFI-02198,CO-00747,Direct Cause,Medium,2025-11-16,Design clarification led to scope change
LNK-00512,PRJ-081,RFI-03018,CO-01014,Supporting Documentation,Low,2025-07-23,Design clarification led to scope change
LNK-00513,PRJ-052,RFI-01940,CO-00669,Direct Cause,High,2025-01-31,Related coordination issue
LNK-00514,PRJ-064,RFI-02351,CO-00790,Direct Cause,High,2024-07-26,Field condition documented by RFI
LNK-00515,PRJ-035,RFI-01337,CO-00443,Potential Relationship,Medium,2024-11-02,Field condition documented by RFI
LNK-00516,PRJ-044,RFI-01635,CO-00556,Direct Cause,Medium,2024-07-31,Design clarification led to scope change
LNK-00517,PRJ-020,RFI-00756,CO-00259,Supporting Documentation,High,2023-05-28,Field condition documented by RFI
